patent_id,number_of_inventors,number_of_local_inventors,number_of_remote_inventors,number_of_clusters (local+remote),radius_local,radius_remote,local_cluster,nonlocal_cluster,remote_cluster
8647860,3,2,1,2,200,200,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(40.7039,-105.0081)', 'center_lat': '40.7039', 'center_lng': '-105.0081', 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1080.834983142492}]"
